App Name,App ID,Final,Running Result,Install Result,Remarks,App Category,Developer,App Version,Updated Date,Crash log,Camera_p
E?S Fitness,com.netpulse.mobile.eosfitness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MacroPoint for Truckers,com.macropoint.application,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thorn And Balloons: Bounce pop,com.funspace.balloonbounce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hero of Archery,misplayer.games.archery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Boy Stealth Escape: Runaway,com.my.school.boy.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Foodventure Inc: Idle Tycoon,com.idle.food.venture.fast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IQ Boost: Training Brain Games,com.miniit.brain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Knot Wedding Planner,com.xogrp.planner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Aspire Account Center,com.atlanticus.aspire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daily Horoscope Launcher,com.horoscopedaily.astrology.zodiac.horoscope.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Solitaire, Klondike Card Games",com.solitaire.daily.challenge.card.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Golden Corral,com.goldencorralapp.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ava Finance,com.meetava.avaapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Forest Island - Relaxing game,com.Nanali.ForestIsland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Space Survivor,com.scream.imposter.monster.survival,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Shiftsmart - Find Work,com.shiftsmart.workerapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Seeing,com.seeing.doorbell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ABC News: Breaking News Live,com.abc.abcnews,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Prank Call - Fake Call & Chat,com.fakecall.fakechat.prank.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cat Chaos: Prankster,com.become.acat.simulator.mr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Puzzle: Combo Mania!,com.sweetmaple.block.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DramaShorts: Watch TV & Shows,io.drama.shorts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Puzzle Sudoku,com.gafv.puzzle.game.classic.blockpuzzle.wood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
State of Survival: Zombie War,com.kingsgroup.sos,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Big Winner,com.luckwilder.winner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Race Max Pro - Car Racing,game.revani.racemaxpro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LUDUS - Merge Battle Arena PvP,com.studion.mergearena,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Remote for LG TV Smart Control,com.controlla.lgremoteapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
VRChat,com.vrchat.mobile.playstore,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
InnoCaption Live Call Captions,com.innocaption.vpdp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LandGlide: GPS Property Finder,com.reportallusa.landglide,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Providence,providence.nassau.mobile.providencehealth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Netspend Wallet,com.netspend.mobileapp.netspend,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Slot Mate - Vegas Slot Casino,com.playlinks.slotmate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dark Jigsaw - Jigsaw Puzzles,com.dark.happy.art.jigsaw.puzzle.free.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HryFine,com.lianhezhuli.hyfit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gold Solitaire Win,com.moon.dental.whether.origin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Her Workout Lite,com.women.fitness.body.inspire.herworkoutlite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nuts and Bolts: Sort Puzzle,com.apollo.nuts.bolts.sort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Life Time Digital,com.lifetimefitness.interests.fitness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Photo Recover-File Recovery,com.pvoercase.recover,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crocs,com.crocs.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Givelify Mobile Giving App,com.pushcontrolz.givelify,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
rmResident,com.rentmanager.rmResident,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TUDN: TU Deportes Network,com.july.univision,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Remote For Samsung Smart TV,com.controlla.remoteapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Boat Browser,com.boatip.browser,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alice's Tile Story: Garden,com.AliceTile.Story.Secret.and,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color Master - Color by Number,color.by.number.coloring.paint.puzzle.pixel.art.drawing.painting.games.kids.adults.fun.pictures,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nintendo Music,com.nintendo.znba,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Auto Click - Automatic Clicker,com.speed.gc.autoclicker.automatictap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AlphaNovel ÃÂ Books & Stories,io.alpha.novel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Star Doll: Dress Up & Makeup,com.yoyogames.anime.star.princess.doll.dressupgames,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cupshe - Swimwear & Clothing,com.cupshe.cupshe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lie Detector Fun Prank,com.quickcash.gurujiapps,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Oticon Companion,com.oticon.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Obsidian Knight RPG,com.actfirstgames.seven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stick Hero: Tower Defense,com.ht2.stick.hero,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
JusTalk - Video Chat & Calls,com.juphoon.justalk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vivid Color Paint By Number,com.art.pixel.vivid.games.paint.color.by.numbers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ConnectEBT,com.conduent.ebt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tidy Up Master-Satisfy Games,com.chuanmang.idealtidy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WhisperFM - Romance Novels,com.embria.freefm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spider Solitaire Card Game,spider.solitaire.card.bgames,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Relias Learner,com.reliaslearnerapp.learnerApp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Merge Animals 3D - Mutant race,com.merge.animals,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wehear - Audiobooks & Stories,com.joyreading.wehear,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HerBible--Verses&Prayer,com.onunhen.bible,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Makeup Kit - Color Mixing,com.apetrus.makeup,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MSC for Me,com.msccruises.mscforme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stick War: Saga,com.maxgames.stickwar3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Blazing: Ignite Your Love Life,com.cdyala.blazing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gym Idle Clicker: Fitness Hero,com.uc.gym.clicker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cvent Events,com.cvent.mobile.eventapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
U.S. Bank ReliaCard,com.mobileapp.android.relia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thrift Savings Plan,com.thriftsavingsplan.tsp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HealtheLife,com.cerner.iris.play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idle Office Tycoon- Money game,com.warrior.officebuilding.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Fiction: Stories & Novels,com.stardust.kissreader,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Build A Girlfriend,com.ps.build.a.dream.queen.race.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Note Reader,com.pdf.note.reader,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mi Bancolombia,co.com.bancolombia.personas.superapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Phomemo,com.quyin.phomemo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frndly TV: Live TV & Movies.,com.frndlytv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Legendary Hero Slots - Casino,casino.legendary.cash.slots.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
America First Mobile Banking,com.afcu.mobilebanking,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Berry Factory Tycoon,com.mysterytag.berryfactory,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spring Valley: Farm Game,com.playkot.adventure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dating and Chat - iHappy,com.ihappydate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Farmers Insurance Inc.,com.farmers.ifarmers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cleaner Antivirus VPN Cleaner,antivirus.virus.cleaner.clean.vpn.booster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Verizon For Business,com.vzbusiness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fable: Books & TV,co.fable.fable,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RxLocal,com.newtechsys.rxlocalmobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PENNYMAC MOBILE,com.pennymac.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pop Us!,com.playstrom.popus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FictionMe: Stories & Novels,com.fiction.me,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Feet & Inch Construction Calc,evanwinograd.archcalc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Balance: Meditation & Sleep,com.elevatelabs.geonosis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fire Emblem Heroes,com.nintendo.zaba,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ragdoll Sandbox 3D,com.MGD.Ragdoll.Sandbox.Bone.Smash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Katapult Shop & Lease to Own,com.katapult.katapultapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FreeReels: Dramas and Series,com.freereels.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Match Up 3D,com.triple.tile.match3d.master,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
moomoo:Investing&Trading,com.moomoo.trade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
StoryGraph,com.thestorygraph.thestorygraph,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gridwise: Gig-Driver Assistant,com.gridwise.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TREAT: Play & impact REAL dogs,com.Treat.TreatApp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KSTP 5 Minneapolis-St. Paul MN,com.doapps.android.mln.MLN_fe2672296a661b7acdf9fe36f27e7a55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Overmortal,com.ltgames.android.m71.us,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Twisted Ropes: Untangle 3D,com.gebewimdiv.twistedropes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hexa Puzzle - 2048 Game,com.bigcake.android.hexaconnect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dropout,com.collegehumor.chdropout,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dating and Chat - Only Spark,com.onlyspark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Love Idol - Beauty Dress Up,com.love.idol.dressup.doll.makeover.avatar.makeup.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hudl,com.hudl.hudroid,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color Wood Screw,com.ig.color.wood.screw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Combo Clash,com.ristretto.comboclash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sandbox: Powder Alchemy,com.sandbox.powder.alchemy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
inKind,com.inkind.inkind,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RODEOHOUSTON,com.hlsr.rodeohouston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
War Sniper: FPS Shooting Game,com.miniclip.puresoldier,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NBA Infinite - PvP Basketball,com.levelinfinite.supernba2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ball Sort - Color Puz Game,ball.sort.color.puz.game.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Find The Dogs,com.braingames.findthedog,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TaxDome Client Portal,com.taxdome,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tactacam REVEAL,com.tactacam.reveal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Photo Collage - Pic Grid Maker,collage.photocollage.collagemaker.photoeditor.photogrid,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Avigilon Alta Open,com.openpath.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AutoExpreso MÃÂ³vil,com.technologypartnerspr.autoexpreso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wordgrams - Crossword & Puzzle,com.funcraft.wordgrams,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Incognito Browser - Go Private,com.androidbull.incognito.browser,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Grim Soul: Dark Survival RPG,fantasy.survival.game.rpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Daily Weather Launcher - Radar,com.weather.forecast.radar.rain.days.home,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Animal Jam,com.WildWorks.AnimalJamPlayWild,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crossword Quest,com.gsr.wordcross,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Marvel Unlimited,com.marvel.unlimited,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Flashlight,mobi.freeapps.flashlight.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
myFICO: FICO Credit Check,com.myfico,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Farm Jam: Animal Parking Game,farm.parking.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Doctor Online (NCAL Only),org.kp.tpmg.preventivecare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MoneyTime - Play & Earn Money,com.money.time,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fabletics,com.bento.fabletics,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Translate - Translator,translate.voice.translator.camera.translation.free.all.language.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"KCL: Coupons, Deals, Discounts",com.thekrazycouponlady.kcl,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Payactiv,com.ProActMobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Draw Saber,com.kayac.drawSaber,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GoWish - Your Digital Wishlist,com.gowish.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Farmington ÃÂ Farm game,ugo.com.play.free.farmington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Remote for Roku (WiFi),com.joetech.tvremoteroku,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Holy Bible - Verse+Audio,holy.bible.verse.audio.kjv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Air Horn: Funny Prank Sounds,com.airhorn.funny.prank.sounds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AZ Lottery Players Club,com.mdi.azlottery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DIY Makeover: ASMR Mask 3D,com.fennik.facemask.diy.makeover,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dwell: Audio Bible,com.dwellapp.dwell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Schlage Home,com.allegion.leopard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw It Up Challenge,com.Screw.Itup.Challenge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AI Video Editor: ShotCut AI,video.editor.videomaker.effects.fx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yatzy - Classic Dice Game,com.bigcake.android.classicyatzy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Grab Master!,com.GingGames.Lazy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rooms To Go,com.roomstogo.dealstogo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire,solitaire.mahjongmaker.collection.card.solitaire.klondike,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MLB Perfect Inning 25,com.com2ususa.mlbpiul.android.google.global.normal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw Party 3D,com.kxbls.jpx.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HoYoLAB,com.mihoyo.hoyolab,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Angry Birds Journey,com.rovio.abcasual,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CloudLibrary,com.txtr.android.mmm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Boost Visual Voicemail,com.dish.vvm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Take Off Bolts: Screw Puzzle,com.takeoffbolts.screw.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Music Echo-Offline Music,com.fcmusicplayer.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chamet - Live Video Chat,com.hkfuliao.chamet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chatbot - AI Smart Assistant,ai.chat.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pocket Casts - Podcast App,au.com.shiftyjelly.pocketcasts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pony Town - Social MMORPG,town.pony.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AltaTV - Short Dramas,com.melotmobile.kkshort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nextbots backroom Meme Hunters,com.CreaTeamMobile.NextbotsinBackrooms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NewsPop,com.digitalturbine.android.apps.news.uscellular,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Traffic Jam Fever,com.MoodGames.TrafficJamFever,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Legion Workforce Engagement,co.legion.client,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ghost Invasion: Idle Hunter,com.miniclip.ghostinvasion,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BlueDriver OBD2 Scan Tool,com.lemurmonitors.bluedriver,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Voice Recorder,com.hdvoicerecorder.soundrecorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Official NY Lottery,air.com.eprize.nylottery.app.NYLotteryApp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Car Games: Monster Truck Stunt,com.jura.monster.truck.stunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
HighRoller Vegas: Casino Games,com.lynxgames.hrv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Tidy Life,com.tidyroom.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Universal TV Cast & Remote,com.kingcraft.universal.tvremote.smartcast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fancy Color - Paint By Number,com.mintgames.fancycolorpro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Stride: Mileage & Tax Tracker,com.stridehealth.drive,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MOD Pizza,com.punchh.mod,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Savage Survival:Jurassic Isle,com.slg.savagesurvival,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AntiVirus Purger & Security,com.poep.maskp.antivirus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mosaic Jigsort - HD Puzzle,com.chesspuzzle.bellejigsaw.casual.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Harris Teeter,com.harristeeter.htmobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"PDF Reader: Ebook, PDF Viewer",pdf.reader.pdf.viewer.all.document.reader.office.viewer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MyHealthONE,com.hcahealthcare.mhom,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Paper Boy Race: Running game,com.phantom.paperboy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
?OneTouch RevealÃÂ® app,com.lifescan.reveal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Washington's Lottery,com.walottery.mobileapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DTE Energy,com.dteenergy.mydte,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Puppy Match : Match 3 Game,com.match.puppy.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hers: WomenÃÂs Healthcare,com.himshers.hers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sudoku,sudoku.puzzle.classic.math.games.train.brain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GPS Emulator,com.rosteam.gpsemulator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Obby Prison Escape from Barry,obby.prison,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FlexTV - Watch Short Dramas,com.aytech.flextv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Art of Puzzles?Jigsaw Pictures,com.zimad.art.puzzles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Busch Gardens,com.buschgardens.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Police Simulator: Police Games,com.gamepark.cop.simulator.police.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
JD Sports: Shoes & sneakers,com.jd.jdsportsusa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Civilization VI: NETFLIX,com.netflix.NGP.Civilization6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ting Sensor,com.whiskerlabs.sparkfault.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Domino! Multiplayer Dominoes,com.flyclops.domino.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Home Makeover: ASMR Game,com.homedesign.restore.asmr.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dexcom G6,com.dexcom.g6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Electrify America,com.ea.evowner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kwikset,com.kwikset.blewifi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Masha and the Bear Pizza Maker,com.devgame.masha.and.bear.pizzeria.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Classic Solitaire 2025,com.solitaire.classic.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Beyond Finance,com.beyond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Star Stable Online,com.starstable.ssom,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Time4Care,com.paragyte.publicpartnerships,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Nayo: Chat, Meet & Dating App",com.thvine.nayo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sort Mania,com.goods.free.puzzle.match3d.sort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Go! Dolliz: 3D Doll Dress Up,com.dramaton.dolls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Noodles & Company,com.olo.noodles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Alphabet Shooter: Survival FPS,com.htt.alpha.shooter.fps,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hannaford,com.hannaford.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WSB-TV Channel 2 Weather,com.cmgdigital.android.wsbweather,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jamba,com.olo.jambajuice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ultimate Cleaner Pro,com.ultimate.cleanerpro.ucp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Habit Burger & Grill,com.habit.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Truck Transport Simulator,com.truck.transport.manager,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gown Color by Number Book,com.gown.happy.paint.by.number.coloring.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Backpack Hero: Merge Weapon,com.ig.weapon.backpack,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Huckleberry: Baby & Child,com.huckleberry_labs.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ball Sort Puzzle,ball.sort.color.sorting.puzzle.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
My Love - Relationship Counter,com.bjoernbartels.mylove,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pixel Shimeji - Desktop Pet,com.coolguy.desktoppet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Coffee Meets Bagel: Dating App,io.cmbus.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cribbage - Card Game,cribbage.card.game.classic.board.offline.multiplayer.poker.dice.score,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Solitaire, Classic Card Game",solitaire.klondike.classic.card.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nanit,com.nanit.baby,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
All Document Focus,com.alldocument.focus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Match Jong - Zen Tile Puzzle,com.sophungamesltd.orientile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Care.com: Find Caregiving Jobs,com.care.android.careview.providerapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jujutsu Kaisen Phantom Parade,com.bilibilihk.jujutsuphanparagp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
