App Name,App ID,Final,Running Result,Install Result,Remarks,App Category,Developer,App Version,Updated Date,Crash log,Camera_p
Zombie State: FPS Shooting,games.my.zombie.shooter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Music Downloader Mp3 Download,com.freemusic.download.ddplmnb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NoWiFi - Relaxing Arcade Games,com.qycrazypuzzledom.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color by Number,color.paint.by.number.pgmaker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mr.Billion: Idle Rich Tycoon,com.rcl.nthrrch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TV Remote Control for RokuTV,com.rokuremote.casttv.remotecontrol.tvcontrol,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GolfNow: Golf Tee Times,com.golfnow.android.teetimes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Upward: Christian Dating App,com.affinityapps.twozerofour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GIANT,com.giantfoods.mobile.droid,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MU: Dark Epoch,com.global.mus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
All Out - Multiplayer Fun!,game.allout,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sky Defense: War Duty,com.horus.sky.defense,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Boat Trader,com.boatsgroup.boattrader,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Textify- Art Font Photo Editor,com.text.filter.sticker.photoeditor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NFHS Network,com.playon.nfhslive,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LaView,com.laview.smart,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sky Rush: Traffic Puzzle,com.atreus.busblockjam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Qr Code Scanner,com.scan.qrcode.tool.scanner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Shake Shack,com.shakeshack.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Playful Rewards: Play & Earn,com.theoremreach.wizardbucks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OnStar Guardian: Safety App,com.onstar.guardian,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Goods Match 3D - Triple Master,com.goodsmatch3d.find.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CFC Mobile Access,com.contfinco.andriodapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MigraConnect Case Tracker,com.tecso.MigraConnect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC Lottery Official Mobile App,com.nclottery.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Royal Pin: King Adventure,com.gamee.dragon.kingdom.castle.match.story.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SkeeBoost: Ball Arcade Game,com.CheetahGames.Skeeboost,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nuts & Woods: Screw Puzzle,com.neapxnlhwk.woodnuts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ball Sort - Color Puzzle,com.zm.balls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Guitar Band: Rock Battle,com.Zeeppo.GuitarBand,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UBox,cn.ubia.ubox,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Letterboxd,com.letterboxd.letterboxd,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FOX Weather: Daily Forecasts,com.fox.weather,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Go Browser - Private & Easy,com.x.secret.browser,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KJV Bible: Audio+Verse,com.liotek.lannbible,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nut n Bolt Sort: Color Puzzle,com.nut.bolt.color.sort.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AI Chat?Ask Chatbot Assistant,com.mlink.ai.chat.assistant.robot,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Magicabin: Witch's Adventure,com.photonfox.g001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
V Shred: Diet & Fitness,com.vshred,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Perfect Lie,com.funcell.perfectlie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Habit Day,com.hada.dabitday,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Firestick Remote for Fire TV,com.tvcast.firetv,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Wings of Heroes: WW2 Planes,it.rortos.aircombat,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Satisroom: Perfectly Organize,com.fc.sn.satisy.makeup.ocd.organizer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tommy's Express Car Wash,com.superoperator.tommyexpress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Color Up - Color By Number,classic.relax.happy.color.by.number.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Backpack Brawl ÃÂ Hero Battles,com.rapidfiregames.backpackbrawl,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sort Match:3D Goods Puzzle,com.sortmatch.triple.drop.goods.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Weather Tracker-Live forecast,com.live.life.forecast.weathertracker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Scratch For Luck,com.serendipitous.scratchers.lottery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Emoticon Arrow Shoot,com.emoji.shoot.arrow.puzzle.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Notepad - Notes and Notebook,er.notepad.notes.notebook.checklist.calendar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AI?,cn.xuanjiai.market,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fruit Clash - Sort & Merge,com.watermelon.club,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zen Blossom: Flower Tile Match,and.matchgames.zenblossom,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fashion Impress: Dress Up Star,com.grus.dress.room.doll.fashion,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Magic: The Gathering Companion,com.wizards.winter_orb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Water Sort : Puzzle game,com.yoogalabgaming.puzzle.sort.water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MSNBC: Watch Live & Analysis,com.nbcnews.msnbc.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ChargeJoy,com.cj.charge.joy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Babytopia,com.oceangames.popmatch3.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Billiards Talent 2048,com.talent.billiards.balls.merge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Easter Color by Number Game,com.christmas.funny.happy.festival.paint.coloring.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NYC ACCESS HRA,gov.nyc.hra.SelfService,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Visible mobile,com.visiblemobile.flagship,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NFL Rivals - Football Game,com.mythical.superteam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spranky Transformer,com.transformer.monster.animation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Shape Transforming: Shape Race,com.shape.shifting.shape.transforming,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Kyoto Craft,com.japanstyle.kyotocraft,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ShotShort-Dramas&Shorts,com.mediaradiance.shotshort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GHIN,com.advancedmobile.android.ghin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dog Escape,gg.sunday.dog.escape.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
JeepÃÂ®,com.fca.myconnect.nafta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PDF Reader - PDF Viewer,pdf.reader.editor.office,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mancala AdventuresÃÂ Board Game,com.qenegames.gebeta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CSL Plasma,com.cslplasma.cslplasmadonorapplication,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Adult Vegas Casino Slots,com.slots.adult.sexy.free.lucky.casino.spin.vegas.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
American Marksman,com.battlecreek.americanmarksman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dig Deep,com.dig.deep,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Our Daily Bread,org.rbc.odb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Planet,in.crossword.wordplanet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Burner: Second Phone Number,com.adhoclabs.burner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mahjong Voyage: Tile Matching,com.playvalve.mahjong,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ChargePoint,com.coulombtech,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ADT Pulse ÃÂ®,com.adt.pulse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LTK,com.rewardstyle.liketoknowit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Scavenger Hunt,com.nnxshcwrkg.scavengerhunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DreameShort - Dramas and Shows,com.stary.dreamshort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Screw Land 3D,com.woodpuzzle.pin3d,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Giant Eagle,com.gianteagle.apps.grocery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Music Ballz Hop,com.music.ball.hop.tiles.beat.dancing.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Super Mano Bros - Jungle World,com.bitgamesoft.TommyRun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Messages: SMS Messaging,sms.app.messages.app.message.box.message.me,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Call Blocker - Block Numbers,call.blacklist.blocker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Weee! Asian Grocery Delivery,com.sayweee.weee,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lemonade Insurance,com.lemonadeinc.lemonade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Talking Translator - Languages,com.translate.talkingtranslator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QR Scanner,com.scannerreader.qrcode.creatorfree,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tilescapes - Onnect Match Game,com.playvalve.tc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
All Email Login,com.allemail.login,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hammer: Truck GPS & Maps,com.truckersreport.hammer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Smart Remote For Vizio TV,smart.vizio.tv.remote.control,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rooms & Exits Escape Room Game,com.webelinx.Rooms.Exits.EscapeRoom.FreeEscapeGames,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Five Guys Burgers & Fries,com.fiveguys.olo.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Maverik Rewards,com.maverik.rewards,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Truck Sprint 3D-Swing Racing,com.carswande.spran,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Labcorp | Patient,com.labcorp.patientportal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Arrow Crosswords,com.funcraft.acw,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Livly Island - Adopt Cute Pets,jp.cocone.livly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GPS Location - Map Camera,com.gpsmapcamera.photo.geotaglocation,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sling: Employee Scheduling App,com.gangverk.sling,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Garage Mania: Triple Match 3D,triple.match.master.car.games.aldagames.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7 Minute Workout,com.loseweight.seven.minute.workout,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Receipt Pal Scanner & Rewards,com.receiptpalapp.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Netflix Stories,com.netflix.NGP.Saga,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Smart Print - Air Printer App,smart.air.printer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Westlake MyAccount,com.westlake.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tom Thumb Deals & Delivery,com.safeway.client.android.tomthumb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Super Car Merge,com.StykeGames.SuperCarMerge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Messenger SMS - Text Messages,com.link.messages.sms,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Checkers & Rally's Rewards,com.paytronix.client.android.app.checkersandrallys,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Garden Joy: Design Game,com.scopely.gardenjoy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Survey Junkie,com.survjun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Thrive Market: Shop Healthy,com.thrivemarket.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Beatbox Survival: Mini Games,com.par.survival.master.challenge.music,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Island Hoppers: Farm Adventure,com.xgamesgroup.puzzleisland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pinata Spins,com.slot.pinata.spin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bingo Aloha-Bingo tour at home,com.gm11.bingocraze,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Learn to Read - Duolingo ABC,com.duolingo.literacy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Makeup Stylist: Makeup Game,diy.makeup.master.artist.stylist,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Radio USA - Live Radio FM / AM,radio.usa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dazzly: Color by Number Game,com.geode.dazzly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sprunki Monster Music Beats,com.uc.spranki.music.box,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Car Racing Game: Street Legend,com.d20c.pro.racer.driving.in.the.city.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
National Park Service,gov.nps.mobileapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Benefits OnLine,com.ml.mobile.bol,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
#news,com.aura.news.hashtag.news,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Red Lobster Dining Rewards App,com.cardfree.android.redlobster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Detective Difference: Spot Fun,com.find.spot.photo.hunt.differences.free.hidden,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OTC Health Solutions,com.speakmobilewhitelabel.release,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Phantom,app.phantom,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Craftopia: Sprunki,com.craftopia.sprunki,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Merge Sticker Playbook 2D,com.game.goolny.stickers,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Crowd Express: Boarding Puzzle,com.feelcrafters.buspuzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Washington Post,com.washingtonpost.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Suncoast SunMobile,org.suncoast.mobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vagaro,com.vagaro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire: Card Games,com.solitaire.patience.klondike.classic.card.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
TravelÃÂ Match,com.mounthorse.travelmatch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rope And Balls,com.game.rope.and.balls,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tangle Color by Number Book,com.tangle.happy.paint.by.number.coloring.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Outback Steakhouse,com.outback.tampa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sensi,com.asynchrony.emerson.sensi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Block Crazy Robo World Vip 3D,com.craftcitypro.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CineToolkit:Caster&Roku Remote,com.cinetoolkit.cinetoolkit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NCPMobile: Shopping Rewards,com.ncp.ncpmobile,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Video Player All Format HD,maxplayer.mediaplayer.videoplayer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zombie Fire 3D: Offline Game,com.cover.zombie.fire.shooter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bad Cat: Life Simulator,com.weup.cat.prank.trickster.chaos.simulator,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bloody Bastards,com.tibith.badboxing,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire,games.conifer.card.solitaire.klondike.free,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pocket Bots: Battle Robots,com.hsa.games.pocketbots,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Monsters Gang 3D: beast fights,com.alfaondo.monstersgang,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RV LIFE - RV GPS & Campgrounds,com.rvlife.rvlife,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Easter Match Master: Blast Fun,com.triple.match3d.goods.puzzle.games,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Lucky Clover Slots,com.slotsjkl.vegasmno,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"eBay Motors: Parts, Cars, more",com.ebay.motorsapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Super.com - Save, Earn, Travel",com.snaptravel.core,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Popsicle Stack,com.northerncoldgames.popsiclestack,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Caesars Rewards Resort Offers,com.caesars.playbytr,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CBS News - Live Breaking News,com.treemolabs.apps.cbsnews,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Spinner Merge,com.YoBroStudios.MergeSpinner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
FreeStyle Libre 2 - US,com.freestylelibre2.app.us,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CLEAR - Travel & Experiences,com.clearme.clearapp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DailyGift: Earn Reward,com.habit.record.reward.tracker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chess Master: Board Game,st.ows.chess,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Anima Color for Seniors,com.iceors.color.joy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Inkpad Notepad & To do list,com.workpail.inkpad.notepad.notes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
War Regions - Tactical Game,games.war.regions,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cat Prank: Pet Chaos,com.higame.par.cat.prank.house,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Hungry Howies,com.hungerrush.hungryhowies,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Madness,com.word.madness,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ImagineArt: AI Image Generator,com.vyroai.aiart,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Idle Planet Miner,com.TironiumTech.IdlePlanetMiner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
One Emulator for Game Consoles,com.fulldive.extension.fullroid,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Church's Texas ChickenÃÂ®,com.tts.gueststar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ai Browser - Smarter & Safer,com.best.quick.browser,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
K-LOVE,com.emf.klove,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Solitaire Uni,com.arrowise.solitaire.guni,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AG Auto Clicker-Auto Tap,com.tapassistant.autoclicker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Meeting Guide,org.meetingguide,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cornhole League - Board Games,com.sport.cornhole,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Unroll.Me - Email Cleanup,com.unrollme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LiveWell with Advocate Aurora,com.advocate.myadvocate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ball Sort Game - Color Puzzle,com.Zgame.BallSort,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Zosi Smart,com.ansjer.zccloud_a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NFL Super Bowl Slots,com.productmadness.nflslots,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Uhale,com.zeasn.technical.phone.frames,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mahjong Solitaire: Match Games,com.mahjong.solitaire.tile.pair.match,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Yelp for Business,com.yelp.android.biz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Victory+,tv.apmc.android.victorysports,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QR Scanner and Barcode Reader,com.himquingang.qrcodescanner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Darts Gift Wonder,com.camera.stands.shell.remains,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sherlock?Hidden Object Mystery,com.g5e.sherlock.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Build Master: Bridge Race,com.readygo.aps.gp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Candyland Shelf: Goods Match,com.candyland.shelf.goods.match.sweet.treats,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cat Simulator: My Pets,com.tt.my.pets.cat.simulator.catsim.kitties.wildcraft.life.escape,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mad Skills Motocross 3,com.turborilla.bike.racing.madskillsmotocross3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Word Search Serenity,com.carson.word.search,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
RaceTrac,com.RaceTrac.Common,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Celebrity Cruises,com.rccl.celebrity,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WooPlus: Curvy Dating App,com.mason.wooplus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Piggy GO - Clash of Coin,com.aladinfun.piggytravel.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Survival 456 But It's Impostor,com.survival.squid.impostor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Babylist Baby Registry,st.babyli.babylist,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bus Away: Traffic Jam,com.fc.bus.away.traffic.jam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Gun up Weapon Ball Shooter,com.ImaginativeGames.GunUp2048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Country Farm Coloring Book,com.country.farm.happy.paint.coloring.game,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Boddle,com.boddle.learning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Feelsy: Stress Anxiety Relief,app.feelsy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bubble Boxes - Matching Games,com.bubbleboxes.match3d,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mahjong Solitaire Classic Game,mahjong.solitaire.card.games.free.senior.match.puzzle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MoboReader,com.changdu.ereader,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GBA Emulator: My Retro Gameboy,org.milkyapps.gbaemu,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Football Head Coach 25 NFL PA,com.gamebasics.afm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Fantasy Screw - Puzzle Game,com.match.screw.fantasy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sniper Destiny: Lone Wolf,com.sniper.destiny.shooting,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Burger Please!,io.supercent.burgeridle,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pit Boss Grills,com.pitbossgrills.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Greeting Card Design,com.uxto.gcd,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Black Deck - Card Battle CCG,com.inforcegames.blackdeck,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ralph Lauren: Luxury Shopping,com.ralphlauren.us.app,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Micro Drama-Watch Short&Dramas,com.shortbox.drama,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Steam Chat,com.valvesoftware.android.steam.friendsui,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Photo Recovery & File Restore,wht.phot.house.recov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Pixel Craft City,com.citybuilder.pixelcraft,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
River game,com.rds.game.client,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Magic: Fantasy Roleplay Chat,com.magicai.android,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Brain Boom: Word Brain Games,com.wordpz.guesswords.braingame,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Cat Snack Bar: Cute Food Games,com.tree.idle.catsnackbar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Age Of Sails,com.age.sails,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Music Player Offline & MP3,musicplayer.musicapp.playmusic.mp3player,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bible : Large Font Edition,com.saintel.labible,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Mighty Networks,com.mightybell.mb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Car Jam 3D - Bus Escape Out,com.parking.jam.car.game.bus.trafficcarescape.matching,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BritBox: Home of British TV,com.britbox.us,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nothing Bundt Cakes,com.thanx.nothingbundtcakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
